LFQ intensity 11_pTa	LFQ intensity 12_pT2+	LFQ intensity 15_pT2+	LFQ intensity 16_pTa	LFQ intensity 17_pT2+	LFQ intensity 19_pTa	LFQ intensity 3_pTa	LFQ intensity 9_pT2+	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Welch's T-test Significant pTa_pT2+	C: Welch's T-test significant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	N: Welch's T-test p-value pTa_pT2+	N: Welch's T-test q-value pTa_pT2+	N: Welch's T-test Difference pTa_pT2+	N: Welch's T-test Test statistic pTa_pT2+
24.0199	24.2805	24.1548	24.551	24.605	23.0087	23.6322	24.3013						7	7	7	55.9	55.9	55.9	13.527	0	67.646	163960000	115	0.200634	0.787333	-0.532446	-1.57224
23.6248	23.479	23.539	23.8702	24.0979	22.5866	23.0194	23.7045						4	4	4	47.6	47.6	47.6	13.916	0	35.572	108860000	75	0.248842	0.797765	-0.429841	-1.33244
22.366	18.6855	21.1786	22.4826	22.3061	21.5976	22.2201	22.0438						4	4	4	33.1	33.1	33.1	20.082	0	14.484	35532000	23	0.272433	0.799702	1.11308	1.31184
22.675	19.8914	22.9374	23.581	23.5988	19.522	23.1437	21.592						11	11	11	34.4	34.4	34.4	44.172	0	58.951	60541000	34	0.860972	0.982651	0.225499	0.182912
25.5599	25.1191	25.133	25.6238	25.5045	23.9784	24.279	24.5771						16	16	16	50.4	50.4	50.4	29.995	0	116.24	315880000	180	0.657388	0.923282	-0.223114	-0.47699
20.663	21.0601	21.1439	21.6954	21.5207	19.9595	20.9139	21.0787						5	5	5	11.9	11.9	11.9	49.03	0	22.193	20005000	27	0.360001	0.836124	-0.392874	-1.05002
21.2735	20.4213	20.7744	21.7253	22.0534	20.4259	20.4132	22.8038						5	5	5	39	39	39	19.463	0	23.854	25542000	35	0.429801	0.885931	-0.553753	-0.861001
25.0239	25.2849	24.7312	25.1624	25.1534	23.959	24.2573	24.4659						16	16	16	53.6	53.6	53.6	29.597	0	130.62	258680000	196	0.415359	0.88275	-0.308185	-0.88559
24.4066	24.3598	24.3666	24.6622	24.5263	23.4901	22.7185	24.3871						8	8	8	34.6	34.6	34.6	17.695	0	45.347	174520000	120	0.276552	0.803202	-0.590629	-1.32238
24.3459	23.428	23.9676	23.8239	24.6078	22.636	22.5993	23.5305						5	5	5	22.1	22.1	22.1	28.68	0	75.012	126610000	98	0.346904	0.839291	-0.532228	-1.03824
29.6932	28.8075	29.3158	29.4352	29.7952	29.1658	28.5306	28.9401						10	10	10	54.4	54.4	54.4	11.367	0	167.16	5528000000	1602	0.980601	0.998647	-0.00846243	-0.0253607
25.0568	24.5573	24.9249	25.4502	26.0226	24.7941	24.1197	24.6703						8	8	8	38	38	38	24.423	0	106.41	307320000	194	0.681407	0.929646	-0.188556	-0.431846
23.7413	22.8539	23.3111	24.0291	24.3227	22.8741	23.0554	23.4744						7	7	7	51.4	51.4	51.4	14.865	0	55.591	106670000	104	0.878794	0.987154	-0.0655684	-0.159204
23.8578	23.9746	22.64	23.3756	23.0575	20.6638	20.8553	19.164						4	4	4	41.4	41.4	41.4	17.04	0	15.725	70828000	57	0.988104	0.999027	-0.0208941	-0.0155761
22.939	22.8637	22.9144	23.5663	23.3798	22.068	22.0871	22.5775						4	4	4	29.3	29.3	29.3	15.423	0	32.319	70902000	61	0.535647	0.885164	-0.268748	-0.67382
24.098	24.5833	24.4527	24.4744	24.3726	24.2302	24.962	24.7857						4	4	4	24	24	24	13.742	0	37.71	198510000	127	0.63523	0.913887	-0.107408	-0.509986
24.0408	23.6339	23.6551	23.9025	23.743	22.5636	22.8345	22.6385						5	5	5	50.4	50.4	50.4	13.015	0	46.654	102610000	49	0.86305	0.981062	-0.0822864	-0.180935
22.8586	20.1334	22.8921	22.8675	22.712	20.4753	22.1605	20.2066						2	2	2	30.4	30.4	30.4	7.8409	0	32.668	40844000	45	0.548647	0.892815	0.604466	0.638525
23.9133	23.1735	23.6176	23.7566	23.4203	24.2513	22.9081	23.0934						9	9	5	30	30	18.5	37.377	0	54.152	105490000	80	0.285561	0.807182	0.381126	1.23073
22.7337	20.3437	18.2674	22.1995	22.2826	20.1776	21.0971	19.4476						7	3	3	24.4	12.9	12.9	37.331	0	29.297	25699000	30	0.20771	0.808201	1.4666	1.43595
24.3811	23.6743	24.0117	24.4274	24.1747	22.8944	23.3819	23.5616						4	4	4	51.3	51.3	51.3	12.784	0	78.812	138790000	120	0.84555	0.980716	-0.0843792	-0.20834
23.8186	24.3631	24.4162	24.6451	24.6511	23.0595	23.4396	23.2183						4	4	4	31.2	31.2	31.2	14.463	0	46.753	152610000	38	0.401342	0.875723	-0.421498	-0.903167
24.8693	25.1181	24.7457	24.7678	24.9545	24.2218	23.3251	24.2806						9	9	9	35	35	35	24.831	0	74.318	220230000	219	0.288077	0.809808	-0.478707	-1.20474
24.3512	23.2778	22.6424	23.845	23.4515	19.655	22.9158	22.4587						5	5	5	34.8	34.8	34.8	15.86	0	64.384	88593000	81	0.820358	0.970066	-0.265883	-0.245716
23.2805	23.7912	23.7052	23.9183	23.697	22.947	23.0322	23.2054						2	2	2	12.9	12.9	12.9	20.252	0	94.791	98668000	80	0.288718	0.808991	-0.305173	-1.18812
24.657	22.9997	24.069	24.6804	24.9738	23.8531	23.1397	23.6132						7	7	7	33.9	33.9	33.9	28.024	0	42.897	161960000	96	0.771903	0.954594	0.168584	0.303498
28.1058	27.0889	28.0406	28.0982	28.2103	27.5875	28.0125	27.4624						13	13	13	74.5	74.5	74.5	18.012	0	189.78	2120000000	945	0.428877	0.886475	0.250459	0.872952
23.8629	20.5801	22.5721	22.2627	22.7823	22.684	22.9662	22.7691						6	6	6	71.3	71.3	71.3	11.951	0	69.27	59618000	56	0.278057	0.801292	0.768027	1.21436
27.1792	26.6922	26.428	27.1076	26.7396	26.7008	26.9965	27.1503						11	11	2	63.5	63.5	20.5	17.965	0	115.7	1054000000	686	0.236048	0.807965	0.243516	1.33303
24.3467	24.7525	24.3566	24.3145	24.5755	24.0372	24.4659	23.2829						9	9	5	44.3	44.3	22.9	21.45	0	54.762	175260000	150	0.893543	0.985017	0.0492291	0.143951
21.5409	19.5969	22.1796	21.7659	18.6518	19.9972	21.1947	20.0404						15	4	4	16.5	4.2	4.2	104.55	0	13.199	17213000	8	0.29081	0.807281	1.00752	1.19445
27.2295	27.9574	27.9832	27.7056	28.058	27.9421	27.4525	27.3742						17	12	12	55.9	46.1	46.1	27.745	0	310.11	1827300000	584	0.2822	0.805237	-0.260765	-1.1813
21.0192	20.9583	19.8476	20.4456	21.2322	20.9103	19.6868	21.4536						4	4	3	10.7	10.7	7.6	51.691	0	16.125	12531000	31	0.474475	0.887476	-0.357471	-0.764141
21.9308	21.7836	20.1698	23.0239	22.684	20.0196	19.8834	19.5977						3	3	2	44.9	44.9	32.6	10.366	0	8.1064	31642000	34	0.886384	0.982622	0.155653	0.149097
23.0572	23.1661	22.7017	23.0476	23.161	18.6448	22.6592	23.1064						6	6	6	50	50	50	8.2178	0	28.144	68037000	118	0.351969	0.835738	-1.18158	-1.09515
21.6426	22.4783	22.2518	22.2775	22.0332	20.3903	23.2551	22.3783						6	6	6	46.6	46.6	46.6	18.658	0	41.079	43026000	47	0.56097	0.891918	-0.394044	-0.648201
22.9135	19.2723	21.6747	22.2675	19.9848	20.1251	21.4509	21.827						2	2	2	22.9	22.9	22.9	9.1113	0	13.136	26916000	24	0.294971	0.805436	0.99957	1.14746
25.4112	24.8108	24.4401	25.4425	25.0757	24.2833	24.0935	24.7553						11	11	11	66.9	66.9	66.9	16.832	0	111.61	282210000	206	0.927584	0.987758	0.0371456	0.0970946
25.5549	25.0206	25.2581	25.713	25.8479	24.3313	24.7724	25.0023						17	17	17	69.1	69.1	69.1	35.076	0	156.5	358350000	285	0.641175	0.912603	-0.189328	-0.49604
22.8296	22.1126	22.7902	22.282	22.8512	20.1372	23.1064	21.9544						5	5	5	34.8	34.8	34.8	18.007	0	23.767	49503000	30	0.660949	0.924063	-0.338297	-0.475872
22.9566	21.3811	22.7771	23.2541	23.5297	20.7697	22.7413	22.4576						10	10	1	53.7	53.7	4.2	35.594	0	72.292	59917000	73	0.887851	0.982554	-0.105951	-0.147454
24.4908	24.8231	24.6389	24.6869	25.0324	23.7198	24.7045	25.1423						11	11	7	47.5	47.5	35.2	35.924	0	181.67	244020000	174	0.114208	0.76038	-0.508626	-1.97495
20.8964	21.7434	21.2306	21.8285	21.2123	20.2908	21.0775	21.21						4	4	4	16.2	16.2	16.2	20.625	0	21.617	20901000	39	0.395881	0.876315	-0.325794	-0.94993
26.0865	27.1333	26.8809	26.4381	25.3053	26.1272	27.7035	26.066						15	15	8	49.6	49.6	33.9	28.521	0	323.31	839930000	498	0.681679	0.928111	0.242436	0.430939
28.3125	28.8386	28.91	26.074	25.6156	25.3103	28.0128	27.4651						22	10	0	71.9	44	0	42.019	0	206.22	2152800000	746	0.491499	0.893464	-0.779904	-0.732591
22.6373	22.5791	22.7136	22.8148	22.0887	22.7954	23.5126	23.2455						5	5	5	47.4	47.4	47.4	17.861	0	28.915	63724000	97	0.3937	0.874639	0.283317	0.921377
27.9146	27.7414	28.0747	28.8068	28.3734	28.6708	27.6169	28.8206						20	20	13	57.4	57.4	43.3	50.14	0	211.21	2851900000	1029	0.99948	1	-0.000250816	-0.000680411
28.1141	28.4797	28.8849	28.5839	28.8371	27.7586	27.9942	28.1891						22	22	0	61	61	0	50.151	0	323.31	3059800000	1354	0.0883307	0.730487	-0.484972	-2.03409
21.5343	20.2093	21.1113	22.6863	22.9974	19.6569	21.6522	20.5939						22	4	4	61.4	12.1	12.1	49.924	0	14.673	29108000	15	0.866897	0.983767	0.154469	0.174921
27.8188	27.7293	28.2485	28.2845	28.4263	27.2348	27.6195	27.4815						23	23	3	65.4	65.4	12.6	49.83	0	323.31	2349600000	1462	0.482867	0.891231	-0.231968	-0.747773
20.4859	19.9976	20.8614	20.7853	21.1363	21.0836	20.4796	19.7617						4	4	4	13.8	13.8	13.8	45.219	0	11.359	9180100	11	0.496564	0.885948	0.269348	0.74541
21.6853	23.1767	21.8014	23.1106	21.4953	20.0883	22.961	20.3094						6	6	6	39.3	39.3	39.3	25.569	0	36.076	41458000	65	0.781927	0.954683	0.265592	0.289907
26.6274	25.8981	25.5787	25.5899	25.6959	19.7185	23.9501	23.9496						8	1	1	52.9	23.5	23.5	15.404	0	44.45	468170000	138	0.461355	0.88622	-1.30909	-0.825528
31.674	30.8532	30.5243	30.1906	30.1642	33.5959	32.4687	31.5479						20	20	12	86.4	86.4	77.6	15.998	0	323.31	26529000000	8293	0.193186	0.780634	1.20991	1.56363
20.2274	24.36	20.2389	20.141	20.3668	25.2022	25.8496	22.2886						11	10	1	78.9	72.1	8.2	16.14	0	149.33	104400000	70	0.593014	0.898083	1.04144	0.570206
31.0196	30.2674	30.1169	29.7762	29.4729	32.8684	31.437	31.0003						16	16	16	95.8	95.8	95.8	15.257	0	323.31	16815000000	6762	0.20372	0.794838	1.06092	1.49333
24.6166	23.4675	23.454	24.212	23.9543	20.6214	23.4927	24.0738						21	21	21	24.4	24.4	24.4	112.42	0	86.993	131910000	108	0.619943	0.905688	-0.50174	-0.547602
24.7443	24.2237	24.2909	25.0791	24.671	24.5637	24.7872	24.9403						22	22	22	55	55	55	57.488	0	131.46	234930000	180	0.244434	0.803624	0.262105	1.31591
24.4305	23.9734	23.7316	24.908	23.0168	24.6608	24.6693	23.8683						12	12	12	49	49	49	27.566	0	62.623	157810000	202	0.0115056	0.540267	1.01961	4.3023
25.8517	24.8557	25.4885	26.1257	25.9938	22.8159	24.1163	25.4966						98	98	98	28.1	28.1	28.1	469.08	0	311.29	407540000	394	0.424573	0.888288	-0.731248	-0.901303
21.5135	24.7535	25.4005	23.8655	24.047	25.5243	24.1352	23.716						9	9	9	63.4	63.4	63.4	22.693	0	49.589	149810000	144	0.47298	0.888774	-0.719639	-0.788124
20.8992	20.23	22.4468	19.8802	20.6795	20.6813	20.6252	21.1974						2	2	2	21.6	21.6	21.6	11.935	0	7.1992	15011000	12	0.303934	0.813459	-0.616967	-1.16925
20.9891	20.1629	20.4373	20.5566	20.0621	19.4926	20.231	20.5775						2	2	2	27.2	27.2	27.2	11.466	0	6.5614	10274000	9	0.983673	0.998753	0.00736713	0.0218269
22.8096	19.452	22.4273	22.1181	22.6846	22.2995	23.3547	22.6042						5	5	5	27.6	27.6	27.6	23.671	0	14.14	50392000	49	0.365469	0.840505	0.853472	1.0285
23.6919	23.5479	23.0868	23.8057	23.4735	21.9986	22.3348	22.7635						6	6	6	31.8	31.8	31.8	17.779	0	59.346	89154000	94	0.628873	0.907003	-0.26019	-0.523545
22.0342	21.3971	21.2011	21.6248	21.7469	22.7487	23.086	22.9801						3	3	3	32.7	32.7	32.7	12.259	0	18.287	39972000	55	0.338051	0.835704	0.542109	1.04383
23.7357	23.2871	23.273	23.6078	24.179	20.4027	22.7724	22.7409						5	5	5	22.4	22.4	22.4	23.466	0	65.446	94022000	68	0.423306	0.88896	-0.740324	-0.894151
23.035	22.8378	24.0148	23.8237	23.5121	22.7472	22.6811	23.0528						5	5	4	31.7	31.7	31.7	19.329	0	46.349	91220000	62	0.474013	0.888829	-0.282617	-0.76367
28.8755	27.7437	27.9407	28.1603	28.0542	27.4422	26.8646	27.6862						8	8	1	52.9	52.9	23.5	15.328	0	88.172	2195600000	479	0.965844	0.993564	-0.0205522	-0.0462221
29.1534	26.0981	28.0571	25.7807	23.9675	24.7561	25.8102	26.0184						101	101	101	34.3	34.3	34.3	468.83	0	323.31	1277900000	991	0.79828	0.958288	0.339813	0.267396
22.6299	20.7701	21.366	22.5042	19.065	20.2461	19.6559	19.4656						4	4	4	47.8	47.8	47.8	17.17	0	17.747	29571000	19	0.292552	0.809575	1.0924	1.16596
24.553	24.5875	24.5072	24.3533	25.1292	24.6346	24.1862	24.3628						7	7	7	56.2	56.2	56.2	11.749	0	84.326	213080000	195	0.322446	0.832287	-0.21491	-1.09926
21.4978	19.3662	20.0244	21.1366	21.4641	19.5172	22.3499	21.6075						5	5	5	17.9	17.9	17.9	29.096	0	20.187	20969000	24	0.551556	0.890843	0.509841	0.63081
25.1325	24.7734	24.6574	25.2825	25.0773	24.9625	24.3685	24.8158						12	12	12	29.6	29.6	29.6	40.094	0	54.218	252060000	200	0.654472	0.923011	0.105503	0.481624
21.9873	19.8311	21.7276	22.0362	22.8525	19.0718	21.0358	22.8553						15	15	15	13.7	13.7	13.7	141.45	0	33.029	36347000	41	0.460564	0.887178	-0.783848	-0.788267
21.2339	19.884	20.9834	19.6013	21.7371	20.4461	20.9808	20.006						5	5	4	16.5	16.5	14.6	34.91	0	9.9087	14320000	10	0.883082	0.982099	-0.0871267	-0.153672
26.9529	26.9702	27.1252	27.3593	26.9844	26.4226	26.6391	25.8493						67	67	67	49.6	49.6	49.6	191.61	0	323.31	1036300000	857	0.768858	0.954584	0.111205	0.309297
22.8371	22.8345	22.6149	23.2575	23.3318	20.2513	23.0301	23.0431						8	8	8	33.9	33.9	33.9	25.177	0	68.002	69227000	63	0.452348	0.884967	-0.612087	-0.851019
21.9021	21.9953	21.3253	22.0812	21.6293	22.2851	22.3755	22.7722						3	3	3	10.6	10.6	10.6	21.493	0	12.802	38649000	42	0.526221	0.881817	0.230429	0.698906
22.0853	22.2697	23.912	23.5336	23.217	24.7527	20.1419	24.5934						12	12	12	44	44	44	38.324	0	41.802	95559000	89	0.473042	0.887577	-0.869626	-0.783885
26.66	26.0477	26.5516	26.8584	26.8956	25.8349	25.6842	26.5145						24	24	23	30.5	30.5	29.8	90.583	0	275.79	803900000	511	0.508572	0.889009	-0.242959	-0.712785
21.0032	21.3389	21.7658	19.3317	21.8994	19.8714	19.646	20.2793						2	2	2	10.8	10.8	10.8	27.872	0	11.617	16765000	31	0.0392523	0.677667	-1.35781	-2.62638
24.6291	23.706	25.7688	26.1747	24.7718	23.5894	25.8193	24.9168						69	69	63	35.7	35.7	33	274.61	0	234.53	332840000	270	0.731321	0.944497	0.26229	0.361521
22.0119	19.8049	21.482	22.0937	21.1951	20.4099	19.6509	20.7507						5	5	5	16.5	16.5	16.5	41.59	0	17.618	19122000	16	0.754777	0.94682	0.233393	0.330199
24.9968	24.4612	24.8643	24.3836	24.8148	23.9739	25.0747	24.0398						9	9	9	37.9	37.9	37.9	33.488	0	114.55	228120000	130	0.854665	0.980899	0.0621691	0.191976
22.781	20.8323	21.229	21.8611	22.3541	19.9364	20.9548	20.8721						3	3	3	16.3	16.3	16.3	25.476	0	18.452	30754000	33	0.934113	0.987018	0.0614381	0.087067
26.6281	23.9446	24.5164	24.3559	23.6691	23.5988	27.1068	23.134						11	11	11	65.2	65.2	65.2	15.164	0	172.19	361120000	173	0.155643	0.777345	1.60637	1.7823
26.1048	25.6086	25.6099	26.0109	28.0382	26.172	25.8328	25.2191						21	21	21	46.7	46.7	46.7	51.901	0	323.31	787430000	555	0.899866	0.979585	-0.0887938	-0.136503
22.8038	23.4848	23.1138	24.2239	24.3782	20.0713	23.7885	23.4946						20	20	18	34.6	34.6	31	85.595	0	124.21	113100000	75	0.414892	0.884906	-0.896001	-0.923708
23.7281	22.9077	23.082	23.2805	23.455	22.8322	24.0448	23.6531						7	7	7	15.1	15.1	15.1	68.477	0	81.828	98272000	97	0.558104	0.894182	0.196924	0.626098
25.8717	28.1548	27.1051	24.1517	23.5284	23.1626	27.1614	25.8498						14	14	14	66.7	66.7	66.7	22.611	0	199.41	761670000	462	0.452762	0.882982	-1.07264	-0.80339
21.8893	21.3942	22.3347	22.4219	21.5625	20.5084	21.0059	20.3772						10	10	10	10.2	10.2	10.2	115.93	0	19.806	26694000	23	0.949117	0.986803	0.0392089	0.0665426
21.2412	21.0496	19.1547	20.8182	21.7132	19.4858	20.0918	20.2954						2	2	2	6.1	6.1	6.1	38.157	0.00052056	4.9004	13388000	6	0.838327	0.98195	-0.14397	-0.214084
22.5901	22.656	22.7024	23.0857	23.3924	20.327	21.611	22.2444						6	6	6	33	33	33	20.762	0	54.617	55204000	77	0.266937	0.799202	-0.845369	-1.29427
19.6928	21.6276	20.5486	21.2389	21.8258	19.4185	20.0891	20.8161						4	4	1	14	14	3.1	43.439	0	12.705	12795000	6	0.0766906	0.753856	-1.09468	-2.16313
23.944	23.1785	23.5399	24.1065	25.79	23.8999	22.6346	24.6081						24	24	24	62.7	62.7	62.7	51.804	0	156.74	184960000	170	0.39592	0.874906	-0.632862	-0.93164
22.7682	23.5323	22.7477	23.4425	23.4152	23.6344	24.876	23.5788						15	15	15	37.3	37.3	37.3	53.879	0	54.314	110980000	66	0.492129	0.889374	0.361776	0.753151
24.9943	25.8504	25.4252	25.6752	25.6816	24.589	24.8081	24.8757						14	14	14	47.2	47.2	47.2	32.728	0	95.252	364230000	194	0.213299	0.811503	-0.441574	-1.39364
23.3537	23.8573	24.7381	23.5984	24.3038	21.2917	21.8911	22.9734						23	23	16	16.5	16.5	12.3	183.26	0	132.85	112730000	99	0.0842588	0.754926	-1.43442	-2.12481
21.0041	20.7233	19.6445	20.873	21.9006	19.9122	20.646	18.663						6	6	6	21	21	21	34.061	0	19.79	13141000	15	0.639387	0.910339	0.375964	0.509064
22.7302	21.8983	22.5803	21.3016	21.0662	20.7303	23.4527	22.9386						2	2	2	19.7	19.7	19.7	20.471	0	27.484	44166000	18	0.932124	0.986176	-0.0671597	-0.0893904
22.3821	20.5098	19.8242	21.1058	21.2774	20.222	22.7606	19.5459						7	7	7	20.8	20.8	20.8	45.884	0	12.126	22029000	19	0.114306	0.757006	1.32832	1.89525
22.2964	21.5439	20.6994	22.011	22.1287	20.4803	21.672	19.8306						13	13	13	25.2	25.2	25.2	72.66	0	26.152	27819000	32	0.41416	0.887617	0.564243	0.880363
23.7332	21.8736	23.0318	23.7422	23.2092	22.8911	23.1519	23.5989						15	14	14	26.6	25.3	25.3	69.948	0	68.362	88007000	84	0.342074	0.834649	0.451209	1.05409
22.2604	24.0518	22.7267	23.0545	23.2183	23.6841	22.965	22.9766						23	23	23	18.1	18.1	18.1	175.49	0	51.836	81941000	78	0.560253	0.891981	-0.252369	-0.61644
27.8926	25.2267	24.8679	27.4159	25.0393	27.9337	26.8693	25.1228						36	27	17	65	55.6	39.4	48.105	0	323.31	830690000	471	0.00120921	0.184	2.46368	9.46539
22.5718	23.7208	22.8617	22.7453	22.601	23.5631	23.8351	22.7971						8	8	8	42.4	42.4	42.4	20.777	0	27.929	75264000	78	0.659159	0.92403	0.183672	0.464818
23.0876	23.0319	22.1599	22.8575	23.9371	19.9815	23.0287	22.8486						5	5	5	43.2	43.2	43.2	17.259	0	55.884	84491000	39	0.41461	0.885941	-0.755522	-0.901385
23.0663	23.2731	23.2726	22.7813	22.9177	23.2071	22.3181	22.7031						10	7	7	45.5	35.4	35.4	28.218	0	76.44	69241000	42	0.445442	0.881237	-0.198422	-0.822339
18.8822	23.0645	22.6185	22.0649	19.9731	21.1384	22.1704	23.0892						2	2	2	9.2	9.2	9.2	16.453	0.0010251	4.6749	35554000	30	0.333419	0.839243	-1.12231	-1.0518
25.1582	24.7345	25.989	22.783	23.0133	22.6398	25.289	24.607						17	17	17	26.4	26.4	26.4	93.23	0	141.8	221830000	152	0.539213	0.886991	-0.618437	-0.652071
22.7102	25.2126	23.8484	21.6697	21.347	18.4039	24.7123	25.6799						35	35	35	24.6	24.6	24.6	193.51	0	150.16	157580000	146	0.241598	0.803429	-2.14797	-1.31146
21.4281	23.0153	21.5821	21.2733	21.6965	21.0892	20.5186	20.5411						13	13	13	21.2	21.2	21.2	78.806	0	42.67	24258000	27	0.312361	0.821272	-0.631458	-1.15929
24.6078	25.326	24.5558	25.1478	24.7229	24.7307	26.6815	25.1027						19	19	19	68.3	68.3	68.3	28.723	0	224.69	340960000	378	0.514531	0.876581	0.365111	0.717864
27.057	26.9774	27.5111	26.7108	27.31	27.6447	26.8315	25.9015						16	16	13	72.4	72.4	60.8	22.11	0	192.61	1098700000	512	0.756419	0.94672	0.136008	0.32842
24.9355	24.8723	24.6769	25.2768	25.1061	24.061	23.5739	24.6807						7	7	7	42	42	42	21.634	0	155.45	243950000	220	0.417807	0.883337	-0.372156	-0.920547
24.6342	23.4945	23.088	24.4023	24.6199	20.2979	23.4246	24.5353						7	7	7	46.1	46.1	46.1	31.362	0	65.755	153700000	116	0.525785	0.88213	-0.744702	-0.69658
23.4736	24.5149	24.768	25.2129	25.1388	25.4434	25.5331	24.8244						26	26	26	53.5	53.5	53.5	66.022	0	208.84	262950000	227	0.847364	0.977085	0.104193	0.20753
19.8421	19.8608	20.0031	20.4203	22.2514	18.6153	19.6982	19.0779						6	6	6	4.2	4.2	4.2	195.46	0	15.466	13075000	14	0.441883	0.880432	-0.654295	-0.839715
21.1275	22.2218	21.4925	20.8237	20.4216	19.8221	20.2858	20.1948						3	3	3	17.9	17.9	17.9	24.005	0	12.649	15008000	18	0.353309	0.836536	-0.567905	-1.02357
22.6138	23.4635	23.144	23.4833	23.0636	24.1681	23.7727	23.6046						4	4	4	13.1	13.1	13.1	48.227	0	26.11	97355000	91	0.61974	0.906492	0.190564	0.538216
20.6551	21.3645	20.1602	21.5594	21.3855	20.9031	22.0018	21.1481						4	4	4	30.2	30.2	30.2	21.184	0	39.949	21155000	24	0.553099	0.892078	0.265248	0.62819
24.0884	22.4039	24.1592	23.7918	23.8483	21.5054	23.1561	23.2856						12	12	11	43.5	43.5	40.7	27.744	0	59.112	105940000	108	0.693735	0.932334	-0.288833	-0.416285
23.6387	23.7705	24.0038	24.4538	24.2	23.37	23.8937	23.1026						13	13	13	40.1	40.1	40.1	50.435	0	72.527	132980000	86	0.840603	0.981097	0.0698199	0.210029
25.2871	24.9316	25.2045	25.4681	25.3871	24.6422	24.3437	24.8725						32	32	32	32.3	32.3	32.3	140.96	0	176.27	311120000	316	0.602795	0.902268	-0.163642	-0.562115
21.1769	21.5709	20.5729	22.8205	22.8808	20.7859	23.6569	23.1637						11	11	11	51.4	51.4	51.4	35.206	0	35.565	51725000	57	0.946933	0.990154	0.0629478	0.069432
22.8029	22.319	23.3221	23.356	20.6437	22.9505	24.2804	22.9041						11	11	11	25	25	25	65.33	0	54.48	72855000	67	0.184002	0.784165	1.05023	1.55443
21.1464	20.274	21.6082	21.829	22.6683	19.8109	20.1183	20.9429						7	7	7	10.7	10.7	10.7	81.074	0	43.635	22134000	30	0.385273	0.868531	-0.647174	-0.936879
22.5178	22.6463	23.1505	23.2883	23.2437	19.8612	21.9595	22.3491						7	7	2	15.3	15.3	6.6	47.655	0	35.919	59519000	80	0.294629	0.806834	-0.940738	-1.23113
27.588	27.4151	27.6183	27.1141	28.3633	27.8508	28.4746	28.3274						183	183	183	57.1	57.1	57.1	629.09	0	323.31	2197000000	1970	0.657732	0.922641	-0.174192	-0.466441
23.4969	24.4845	23.5309	24.3545	24.3488	24.3458	23.7984	23.6545						24	24	13	33	33	20.8	104.64	0	121.46	143170000	125	0.986294	0.999939	-0.0057478	-0.017918
22.3097	22.3319	21.1898	22.3005	22.251	19.8101	21.6732	21.279						8	8	7	26	26	24	40.282	0	26.049	33529000	38	0.734922	0.94451	-0.239525	-0.360254
20.7848	20.0955	20.472	22.2808	19.9079	19.2096	21.0999	20.8314						10	10	10	16.2	16.2	16.2	85.862	0	22.832	17375000	24	0.484577	0.891223	0.517061	0.777325
21.1929	20.453	21.3435	21.7385	19.5604	19.9803	18.9341	21.1928						8	8	8	17.2	17.2	17.2	58.848	0	21.549	16420000	17	0.823243	0.966948	-0.176022	-0.235027
22.3562	20.5847	21.7379	21.9225	21.778	21.0248	21.3193	19.8966						6	6	6	26.6	26.6	26.6	34.352	0	13.421	23262000	20	0.283703	0.804924	0.656439	1.19636
24.4322	24.5863	24.5919	25.0703	24.2964	23.1543	23.7324	24.6951						9	9	9	31	31	31	43.062	0	91.733	198530000	196	0.366613	0.841957	-0.44512	-1.04686
25.7296	25.3492	25.4988	26.0724	25.7106	24.8501	24.8759	25.527						24	24	21	32.4	32.4	29.6	95.337	0	142.32	425940000	384	0.686558	0.92968	-0.139415	-0.440402
22.3606	21.9268	21.7985	22.1934	22.0066	19.2294	22.4981	21.7672						7	7	7	21.1	21.1	21.1	40.228	0	31.967	35367000	28	0.723777	0.946597	-0.30438	-0.387836
22.8557	21.0898	21.7241	22.4484	24.4203	20.714	21.0111	19.7958						12	12	12	22.6	22.6	22.6	80.109	0	87.189	53386000	39	0.999857	0.999879	-0.000209808	-0.000189465
22.8015	22.6944	23.558	23.3512	23.6332	20.5008	22.8504	22.4						9	9	9	34.5	34.5	34.5	35.816	0	95.345	71724000	106	0.377694	0.862883	-0.695415	-0.981932
20.6104	18.8158	21.8423	20.6087	21.2874	19.8696	19.7877	19.084						6	6	6	14	14	14	62.328	0	16.617	13928000	15	0.96435	0.994869	-0.0382648	-0.047952
23.1471	23.0211	22.9747	23.1637	22.6393	22.1325	22.2867	22.7763						6	6	6	20.8	20.8	20.8	44.739	0	50.441	62467000	55	0.5902	0.897441	-0.170343	-0.589728
23.2491	20.9643	23.4613	23.3162	23.4349	23.4336	19.3882	22.8642						7	7	7	27.5	27.5	27.5	30.84	0	60.401	77080000	81	0.782993	0.954175	-0.33438	-0.290979
21.0581	24.5886	21.138	20.9606	21.043	20.9403	23.4477	20.0363						9	7	7	44.3	39.9	39.9	30.54	0	41.057	44083000	36	0.935298	0.986981	-0.0998006	-0.0853406
